Plate,State,License Type,Summons Number,Issue Date,Violation Time,Violation,Fine Amount,County
KXS9012,NY,PAS,5602287619,4/28/2023,05:10P,MOBILE BUS LANE VIOLATION,$100.00 ,
KRS4212,NY,PAS,5602288429,4/28/2023,06:12P,MOBILE BUS LANE VIOLATION,$200.00 ,
GVM6372,NY,PAS,5602284345,4/28/2023,09:01A,MOBILE BUS LANE VIOLATION,$50.00 ,
KKG3301,NY,PAS,5602285866,4/28/2023,01:26P,MOBILE BUS LANE VIOLATION,$50.00 ,
T727689C,NY,OMT,5602286317,4/28/2023,02:41P,MOBILE BUS LANE VIOLATION,$50.00 ,QN
JKC9166,NY,PAS,5602286780,4/28/2023,03:50P,MOBILE BUS LANE VIOLATION,$100.00 ,QN
JCU6894,NY,PAS,5602287360,4/28/2023,04:42P,MOBILE BUS LANE VIOLATION,$200.00 ,
KZA8140,NY,PAS,5602287498,4/28/2023,04:57P,MOBILE BUS LANE VIOLATION,$50.00 ,
HKT3020,NY,PAS,5602288624,4/28/2023,06:37P,MOBILE BUS LANE VIOLATION,$150.00 ,
KHF9907,NY,PAS,5602288820,4/28/2023,06:54P,MOBILE BUS LANE VIOLATION,$50.00 ,
KLT8335,NY,PAS,5602285076,4/28/2023,11:06A,MOBILE BUS LANE VIOLATION,$250.00 ,BK
KVT1587,NY,PAS,5602286226,4/28/2023,02:25P,MOBILE BUS LANE VIOLATION,$250.00 ,
20508NE,NY,COM,5602287590,4/28/2023,05:07P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
36110NC,NY,COM,5602284382,4/28/2023,09:10A,MOBILE BUS LANE VIOLATION,$50.00 ,MN
JBN2447,NY,PAS,5602285830,4/28/2023,01:19P,MOBILE BUS LANE VIOLATION,$50.00 ,
HSD2525,NY,PAS,5602286159,4/28/2023,02:14P,MOBILE BUS LANE VIOLATION,$50.00 ,
KLB8293,NY,PAS,5602287759,4/28/2023,05:24P,MOBILE BUS LANE VIOLATION,$50.00 ,QN
HGM1126,NY,PAS,5602285180,4/28/2023,11:25A,MOBILE BUS LANE VIOLATION,$100.00 ,
JHU2864,NY,PAS,5602286329,4/28/2023,02:42P,MOBILE BUS LANE VIOLATION,$250.00 ,
JFM5130,NY,PAS,5602285854,4/28/2023,01:25P,MOBILE BUS LANE VIOLATION,$50.00 ,
71780MN,NY,COM,5602286550,4/28/2023,03:24P,MOBILE BUS LANE VIOLATION,$50.00 ,QN
JPT1449,NY,PAS,5602286974,4/28/2023,04:07P,MOBILE BUS LANE VIOLATION,$150.00 ,QN
LAU1140,NY,PAS,5602286561,4/28/2023,03:25P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
LAB8093,NY,PAS,5602288818,4/28/2023,06:54P,MOBILE BUS LANE VIOLATION,$50.00 ,
KYJ7787,NY,PAS,5602287413,4/28/2023,04:48P,MOBILE BUS LANE VIOLATION,$50.00 ,QN
KHL2367,NY,PAS,5602284552,4/28/2023,09:35A,MOBILE BUS LANE VIOLATION,$150.00 ,MN
KFS5050,NY,PAS,5602284321,4/28/2023,08:59A,MOBILE BUS LANE VIOLATION,$100.00 ,MN
JHA6332,NY,PAS,5602285192,4/28/2023,11:27A,MOBILE BUS LANE VIOLATION,$50.00 ,
KSR5112,NY,PAS,5602284760,4/28/2023,10:02A,MOBILE BUS LANE VIOLATION,$100.00 ,
GXS6508,NY,PAS,5602284310,4/28/2023,08:55A,MOBILE BUS LANE VIOLATION,$50.00 ,
KZH3204,NY,PAS,5602288843,4/28/2023,06:56P,MOBILE BUS LANE VIOLATION,$50.00 ,
JNF1018,NY,PAS,5602284280,4/28/2023,08:47A,MOBILE BUS LANE VIOLATION,$50.00 ,BK
JRD6219,NY,PAS,5602284801,4/28/2023,10:10A,MOBILE BUS LANE VIOLATION,$50.00 ,
KSH4637,NY,PAS,5602286240,4/28/2023,02:26P,MOBILE BUS LANE VIOLATION,$250.00 ,
HEJ7290,NY,PAS,5602284229,4/28/2023,08:32A,MOBILE BUS LANE VIOLATION,$50.00 ,
59532NC,NY,COM,5602285120,4/28/2023,11:21A,MOBILE BUS LANE VIOLATION,$100.00 ,MN
HEJ7290,NY,PAS,5602285751,4/28/2023,01:12P,MOBILE BUS LANE VIOLATION,$50.00 ,
HWM5341,NY,PAS,5602288119,4/28/2023,05:47P,MOBILE BUS LANE VIOLATION,$50.00 ,
KZH2917,NY,PAS,5602288223,4/28/2023,06:00P,MOBILE BUS LANE VIOLATION,$50.00 ,
HZS7770,NY,PAS,5602288958,4/28/2023,08:10P,MOBILE BUS LANE VIOLATION,$50.00 ,
Y202519C,NY,OMT,9049810380,4/28/2023,06:05P,PCKP DSCHRGE IN PRHBTD ZONE,$115.00 ,NY
KKY8765,NY,PAS,9049803349,4/28/2023,12:45P,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
LAP5426,NY,PAS,9051276060,4/28/2023,09:46A,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,Q
Y205130C,NY,OMT,9048082559,4/28/2023,08:24A,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
81553MG,NY,COM,9051140230,4/28/2023,01:40P,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
KTY7196,NY,PAS,9046732800,4/28/2023,03:55P,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,K
68879MM,NY,COM,9050516701,4/28/2023,01:27P,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
25314MJ,NY,COM,9051140241,4/28/2023,01:41P,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
KMX3043,NY,PAS,9048067996,4/28/2023,10:08A,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
KDC9796,NY,PAS,9046554491,4/28/2023,12:49P,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
57675MJ,NY,COM,9048086954,4/28/2023,09:25A,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
17758PF,NY,APP,9045796636,4/28/2023,08:29A,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
JRD6307,NY,PAS,5602284771,4/28/2023,10:02A,MOBILE BUS LANE VIOLATION,$100.00 ,
KSZ4857,NY,PAS,9049803593,4/28/2023,02:15P,FRAUDULENT USE PARKING PERMIT,$65.00 ,NY
KZP4640,NY,PAS,9049553357,4/29/2023,05:28P,NO STANDING-FOR HIRE VEH STND,$115.00 ,NY
KTV2152,NY,PAS,9049553345,4/29/2023,05:27P,NO STANDING-FOR HIRE VEH STND,$115.00 ,NY
HVE8880,NY,PAS,9051005362,4/29/2023,04:19P,NO STANDING-FOR HIRE VEH STND,$115.00 ,K
KSB5451,NY,PAS,9049553333,4/29/2023,05:27P,NO STANDING-FOR HIRE VEH STND,$115.00 ,NY
KWF1558,NY,PAS,9052160715,4/29/2023,08:51P,NO STANDING-FOR HIRE VEH STND,$115.00 ,K
KLN3752,NY,PAS,9047764067,4/29/2023,02:11P,MISUSE PARKING PERMIT,$65.00 ,NY
KZJ5864,NY,PAS,1489811059,4/29/2023,04:07P,NO PARKING-EXC. DSBLTY PERMIT,$180.00 ,K
JCC7575,NY,PAS,9049256831,4/29/2023,12:58P,NO PARKING-EXC. DSBLTY PERMIT,$180.00 ,R
KTD6967,NY,PAS,9047972259,4/29/2023,05:33P,NO PARKING-EXC. DSBLTY PERMIT,$180.00 ,NY
T804706C,NY,OMT,9053345590,4/29/2023,09:37A,NO PARKING-EXC. DSBLTY PERMIT,$180.00 ,Q
HJY9215,NY,PAS,9051840500,4/29/2023,02:07P,MISUSE PARKING PERMIT,$65.00 ,NY
ELAG,NY,SRF,9047764195,4/29/2023,04:12P,FRAUDULENT USE PARKING PERMIT,$65.00 ,NY
KVN7560,NY,PAS,9045279538,4/29/2023,09:54A,FRAUDULENT USE PARKING PERMIT,$65.00 ,NY
LBD3938,NY,PAS,5602291003,4/29/2023,05:05P,MOBILE BUS LANE VIOLATION,$50.00 ,
HPC8713,NY,PAS,5602290382,4/29/2023,12:17P,MOBILE BUS LANE VIOLATION,$100.00 ,
RAJA20,NY,SPO,5602291234,4/29/2023,06:49P,MOBILE BUS LANE VIOLATION,$50.00 ,
T743792C,NY,OMT,5602291568,4/29/2023,09:42P,MOBILE BUS LANE VIOLATION,$50.00 ,
JSC4426,NY,PAS,5602291398,4/29/2023,08:06P,MOBILE BUS LANE VIOLATION,$50.00 ,
T806050C,NY,OMT,5602289914,4/29/2023,08:50A,MOBILE BUS LANE VIOLATION,$50.00 ,
KZF8076,NY,PAS,5602291362,4/29/2023,07:50P,MOBILE BUS LANE VIOLATION,$50.00 ,
95637ND,NY,COM,5602289884,4/29/2023,07:47A,MOBILE BUS LANE VIOLATION,$50.00 ,
43208MC,NY,COM,5602290620,4/29/2023,01:47P,MOBILE BUS LANE VIOLATION,$100.00 ,
KYF5516,NY,PAS,5602290394,4/29/2023,12:19P,MOBILE BUS LANE VIOLATION,$150.00 ,
KVV9431,NY,PAS,5602290448,4/29/2023,12:53P,MOBILE BUS LANE VIOLATION,$100.00 ,
HUS1767,NY,PAS,5602290023,4/29/2023,10:22A,MOBILE BUS LANE VIOLATION,$50.00 ,BK
KNG5797,NY,PAS,5602290229,4/29/2023,11:43A,MOBILE BUS LANE VIOLATION,$150.00 ,
KTJ8886,NY,PAS,5602290291,4/29/2023,12:01P,MOBILE BUS LANE VIOLATION,$50.00 ,
HJX4235,NY,PAS,5602290679,4/29/2023,02:25P,MOBILE BUS LANE VIOLATION,$150.00 ,
GCD5763,NY,PAS,5602290692,4/29/2023,02:31P,MOBILE BUS LANE VIOLATION,$50.00 ,QN
LAC3770,NY,PAS,5602290771,4/29/2023,02:56P,MOBILE BUS LANE VIOLATION,$50.00 ,QN
SONTBLU,NY,SRF,5602290886,4/29/2023,04:21P,MOBILE BUS LANE VIOLATION,$50.00 ,QN
1978KKJ,NY,SRF,5602290941,4/29/2023,04:45P,MOBILE BUS LANE VIOLATION,$100.00 ,
LAA3480,NY,PAS,5602291015,4/29/2023,05:05P,MOBILE BUS LANE VIOLATION,$50.00 ,QN
FSY2220,NY,PAS,5602291143,4/29/2023,06:03P,MOBILE BUS LANE VIOLATION,$50.00 ,
HZK2549,NY,PAS,5602291258,4/29/2023,07:02P,MOBILE BUS LANE VIOLATION,$50.00 ,
HUS1767,NY,PAS,5602291325,4/29/2023,07:37P,MOBILE BUS LANE VIOLATION,$50.00 ,BK
KXM5817,NY,PAS,5602292767,4/29/2023,06:41A,MOBILE BUS LANE VIOLATION,$50.00 ,
AJD4293,NY,PAS,5602292810,4/29/2023,04:50P,MOBILE BUS LANE VIOLATION,$50.00 ,QN
JNJ7603,NY,PAS,5602290904,4/29/2023,04:31P,MOBILE BUS LANE VIOLATION,$50.00 ,QN
T723790C,NY,OMT,5602290126,4/29/2023,11:08A,MOBILE BUS LANE VIOLATION,$50.00 ,
KXF1288,NY,PAS,5602290205,4/29/2023,11:29A,MOBILE BUS LANE VIOLATION,$100.00 ,
KVT2449,NY,PAS,5602290473,4/29/2023,01:04P,MOBILE BUS LANE VIOLATION,$50.00 ,
LAT2568,NY,PAS,5602290527,4/29/2023,01:27P,MOBILE BUS LANE VIOLATION,$50.00 ,QN
KMD5029,NY,PAS,5602290515,4/29/2023,01:27P,MOBILE BUS LANE VIOLATION,$50.00 ,QN
MOSA5911,NY,OMT,5602290930,4/29/2023,04:39P,MOBILE BUS LANE VIOLATION,$50.00 ,QN
T704085C,NY,OMT,5602290989,4/29/2023,04:56P,MOBILE BUS LANE VIOLATION,$200.00 ,
KPT3442,NY,PAS,5602291192,4/29/2023,06:35P,MOBILE BUS LANE VIOLATION,$50.00 ,
T705665C,NY,OMT,5602291246,4/29/2023,06:56P,MOBILE BUS LANE VIOLATION,$50.00 ,
T752891C,NY,OMT,5602291428,4/29/2023,08:12P,MOBILE BUS LANE VIOLATION,$150.00 ,
KZF1479,NY,PAS,5602290102,4/29/2023,11:06A,MOBILE BUS LANE VIOLATION,$50.00 ,
JAW5073,NY,PAS,5602290734,4/29/2023,02:36P,MOBILE BUS LANE VIOLATION,$50.00 ,
KLF1096,NY,PAS,5602289926,4/29/2023,09:01A,MOBILE BUS LANE VIOLATION,$50.00 ,
LAU2326,NY,PAS,5602291120,4/29/2023,05:55P,MOBILE BUS LANE VIOLATION,$50.00 ,
14861BR,NY,PAS,5602290308,4/29/2023,12:02P,MOBILE BUS LANE VIOLATION,$150.00 ,
KZD7181,NY,PAS,5602291301,4/29/2023,07:24P,MOBILE BUS LANE VIOLATION,$50.00 ,
GUY1257,NY,PAS,5602290916,4/29/2023,04:31P,MOBILE BUS LANE VIOLATION,$50.00 ,QN
HHJ9323,NY,PAS,5602290035,4/29/2023,10:31A,MOBILE BUS LANE VIOLATION,$50.00 ,
JPR8262,NY,PAS,5602290631,4/29/2023,01:47P,MOBILE BUS LANE VIOLATION,$200.00 ,
T806461C,NY,OMT,5602292792,4/29/2023,10:28A,MOBILE BUS LANE VIOLATION,$100.00 ,
KZS6989,NY,PAS,5602289859,4/29/2023,07:00A,MOBILE BUS LANE VIOLATION,$100.00 ,QN
GSG7367,NY,PAS,5602290047,4/29/2023,10:33A,MOBILE BUS LANE VIOLATION,$50.00 ,
22COS,NY,SPO,5602290060,4/29/2023,10:34A,MOBILE BUS LANE VIOLATION,$50.00 ,
HFT3746,NY,PAS,5602290357,4/29/2023,12:10P,MOBILE BUS LANE VIOLATION,$50.00 ,
ECP3331,NY,PAS,5602290333,4/29/2023,12:07P,MOBILE BUS LANE VIOLATION,$100.00 ,
KUP1205,NY,PAS,5602290590,4/29/2023,01:41P,MOBILE BUS LANE VIOLATION,$250.00 ,
EGX1560,NY,PAS,5602290760,4/29/2023,02:54P,MOBILE BUS LANE VIOLATION,$50.00 ,
KEL2538,NY,PAS,5602290680,4/29/2023,02:31P,MOBILE BUS LANE VIOLATION,$50.00 ,QN
16244MM,NY,COM,5602290783,4/29/2023,02:59P,MOBILE BUS LANE VIOLATION,$250.00 ,
HFS7572,NY,PAS,5602290710,4/29/2023,02:33P,MOBILE BUS LANE VIOLATION,$50.00 ,
KPV9006,NY,PAS,5602290837,4/29/2023,03:59P,MOBILE BUS LANE VIOLATION,$50.00 ,
SGTDJ,NY,PAS,5602290801,4/29/2023,03:27P,MOBILE BUS LANE VIOLATION,$50.00 ,
KSC7320,NY,PAS,5602291490,4/29/2023,08:54P,MOBILE BUS LANE VIOLATION,$50.00 ,
BERNAL6,NY,SRF,5602292809,4/29/2023,02:59P,MOBILE BUS LANE VIOLATION,$50.00 ,
304AML,NY,PAS,5602289793,4/29/2023,01:20A,MOBILE BUS LANE VIOLATION,$50.00 ,BK
KEX4912,NY,PAS,5602289811,4/29/2023,06:26A,MOBILE BUS LANE VIOLATION,$50.00 ,
KKX6120,NY,PAS,5602289902,4/29/2023,08:21A,MOBILE BUS LANE VIOLATION,$50.00 ,
JJH2225,NY,PAS,5602289938,4/29/2023,09:05A,MOBILE BUS LANE VIOLATION,$50.00 ,
JFM3568,NY,PAS,5602290242,4/29/2023,11:54A,MOBILE BUS LANE VIOLATION,$50.00 ,
KSJ5528,NY,PAS,5602290199,4/29/2023,11:24A,MOBILE BUS LANE VIOLATION,$50.00 ,
AZ6162,NY,PAS,5602290266,4/29/2023,11:59A,MOBILE BUS LANE VIOLATION,$250.00 ,
KYK1206,NY,PAS,5602290424,4/29/2023,12:46P,MOBILE BUS LANE VIOLATION,$150.00 ,
GSH3485,NY,PAS,5602290540,4/29/2023,01:32P,MOBILE BUS LANE VIOLATION,$50.00 ,
GYC6338,NY,PAS,5602290606,4/29/2023,01:43P,MOBILE BUS LANE VIOLATION,$50.00 ,
GDX8422,NY,PAS,5602290722,4/29/2023,02:33P,MOBILE BUS LANE VIOLATION,$50.00 ,
T729040C,NY,OMT,5602290990,4/29/2023,04:58P,MOBILE BUS LANE VIOLATION,$100.00 ,
23628MJ,NY,COM,5602291040,4/29/2023,05:06P,MOBILE BUS LANE VIOLATION,$50.00 ,
T740428C,NY,OMT,5602291076,4/29/2023,05:22P,MOBILE BUS LANE VIOLATION,$100.00 ,
T766041C,NY,OMT,5602291180,4/29/2023,06:28P,MOBILE BUS LANE VIOLATION,$150.00 ,
T649035C,NY,OMT,5602292779,4/29/2023,06:59A,MOBILE BUS LANE VIOLATION,$50.00 ,QN
KFT7701,NY,PAS,5602290059,4/29/2023,10:34A,MOBILE BUS LANE VIOLATION,$50.00 ,
GZX3325,NY,PAS,5602289963,4/29/2023,09:35A,MOBILE BUS LANE VIOLATION,$50.00 ,
T105610C,NY,OMT,5602289975,4/29/2023,09:38A,MOBILE BUS LANE VIOLATION,$100.00 ,
HBN6031,NY,PAS,5602291532,4/29/2023,09:23P,MOBILE BUS LANE VIOLATION,$50.00 ,
KUH6516,NY,PAS,5602289999,4/29/2023,09:55A,MOBILE BUS LANE VIOLATION,$50.00 ,
JLK6030,NY,PAS,5602290000,4/29/2023,10:11A,MOBILE BUS LANE VIOLATION,$50.00 ,
TAMON,NY,SPO,5602291520,4/29/2023,09:20P,MOBILE BUS LANE VIOLATION,$200.00 ,
KXM3574,NY,PAS,5602291519,4/29/2023,09:15P,MOBILE BUS LANE VIOLATION,$50.00 ,
JGW7452,NY,PAS,5602289860,4/29/2023,07:28A,MOBILE BUS LANE VIOLATION,$200.00 ,
KWE8223,NY,PAS,5602290151,4/29/2023,11:11A,MOBILE BUS LANE VIOLATION,$50.00 ,BK
KXL6120,NY,PAS,5602290746,4/29/2023,02:36P,MOBILE BUS LANE VIOLATION,$100.00 ,
KLE5678,NY,PAS,5602290813,4/29/2023,03:27P,MOBILE BUS LANE VIOLATION,$100.00 ,
KEJ7486,NY,PAS,5602290825,4/29/2023,03:31P,MOBILE BUS LANE VIOLATION,$50.00 ,
KUT7064,NY,PAS,5602290977,4/29/2023,04:55P,MOBILE BUS LANE VIOLATION,$100.00 ,
JGW7452,NY,PAS,5602290849,4/29/2023,04:00P,MOBILE BUS LANE VIOLATION,$200.00 ,
JGW7452,NY,PAS,5602291404,4/29/2023,08:08P,MOBILE BUS LANE VIOLATION,$200.00 ,
KYU7117,NY,PAS,5602290552,4/29/2023,01:36P,MOBILE BUS LANE VIOLATION,$150.00 ,
KSP3366,NY,PAS,5602290953,4/29/2023,04:49P,MOBILE BUS LANE VIOLATION,$50.00 ,
KBP8272,NY,PAS,5602291349,4/29/2023,07:48P,MOBILE BUS LANE VIOLATION,$50.00 ,
GEW9504,NY,PAS,5602291155,4/29/2023,06:11P,MOBILE BUS LANE VIOLATION,$100.00 ,
LAU1526,NY,PAS,5602289823,4/29/2023,06:26A,MOBILE BUS LANE VIOLATION,$50.00 ,
JPC7000,NY,PAS,5602290163,4/29/2023,11:13A,MOBILE BUS LANE VIOLATION,$150.00 ,
HMJ3669,NY,PAS,5602291039,4/29/2023,05:06P,MOBILE BUS LANE VIOLATION,$100.00 ,QN
GTZ5582,NY,PAS,5602291064,4/29/2023,05:22P,MOBILE BUS LANE VIOLATION,$100.00 ,
HYX2985,NY,PAS,5602291489,4/29/2023,08:36P,MOBILE BUS LANE VIOLATION,$50.00 ,
HPK1483,NY,PAS,5602290345,4/29/2023,12:09P,MOBILE BUS LANE VIOLATION,$50.00 ,
KJB2223,NY,PAS,5602289987,4/29/2023,09:55A,MOBILE BUS LANE VIOLATION,$50.00 ,
KWY7807,NY,PAS,5602290667,4/29/2023,02:21P,MOBILE BUS LANE VIOLATION,$50.00 ,
KPU8873,NY,PAS,5602291313,4/29/2023,07:33P,MOBILE BUS LANE VIOLATION,$50.00 ,
KSS7127,NY,PAS,5602292780,4/29/2023,07:56A,MOBILE BUS LANE VIOLATION,$50.00 ,
JKX2457,NY,PAS,5602290436,4/29/2023,12:46P,MOBILE BUS LANE VIOLATION,$50.00 ,
KEM4048,NY,PAS,5602290461,4/29/2023,01:01P,MOBILE BUS LANE VIOLATION,$50.00 ,
HER6513,NY,PAS,5602290412,4/29/2023,12:35P,MOBILE BUS LANE VIOLATION,$50.00 ,
T802343C,NY,OMT,5602291260,4/29/2023,07:05P,MOBILE BUS LANE VIOLATION,$150.00 ,
KWR2849,NY,PAS,9045779481,4/29/2023,11:57A,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
GME3459,NY,PAS,9047179419,4/29/2023,05:21P,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
KXL7469,NY,PAS,9049305120,4/29/2023,09:50A,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
HHH7451,NY,PAS,9051840690,4/29/2023,06:09P,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
51257NC,NY,COM,2011763873,4/29/2023,01:44A,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,Bronx
JMZ5048,NY,PAS,9046003322,4/29/2023,06:49A,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
97514,NY,MED,8909099999,4/29/2023,06:59A,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
KMV8488,NY,PAS,9049322815,4/29/2023,03:17P,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
KZT9189,NY,PAS,9051790004,4/29/2023,10:11A,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
JLL1426,NY,PAS,8939424128,4/29/2023,08:12A,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,NY
LCF4922,NY,OMS,9049287876,4/29/2023,02:23P,NO STAND TAXI/FHV RELIEF STAND,$115.00 ,Q
FHV4200,NY,PAS,9049553321,4/29/2023,05:26P,NO STANDING-FOR HIRE VEH STND,$115.00 ,NY
KGF9271,NY,PAS,9031093890,4/30/2023,01:28P,NO STANDING-FOR HIRE VEH STND,$115.00 ,K
GSG4423,NY,PAS,1487564569,4/30/2023,01:04P,NO PARKING-EXC. DSBLTY PERMIT,$180.00 ,Q
KPW4371,NY,PAS,1447188330,4/30/2023,04:00A,NO PARKING-EXC. DSBLTY PERMIT,$180.00 ,R
JCR5020,NY,PAS,1489385848,4/30/2023,11:47A,NO PARKING-EXC. DSBLTY PERMIT,$180.00 ,Q
JCL1969,NY,PAS,9050751325,4/30/2023,11:38A,NO PARKING-EXC. DSBLTY PERMIT,$180.00 ,R
BAX8182,NY,PAS,9051356857,4/30/2023,10:38A,MISUSE PARKING PERMIT,$65.00 ,NY
KDR9776,NY,PAS,9050981940,4/30/2023,12:45P,MISUSE PARKING PERMIT,$65.00 ,NY
KHL3233,NY,PAS,9045118324,4/30/2023,10:36A,MISUSE PARKING PERMIT,$65.00 ,K
KJN6651,NY,PAS,9051356663,4/30/2023,09:03A,MISUSE PARKING PERMIT,$65.00 ,NY
ELV7913,NY,PAS,9042978340,4/30/2023,10:03A,MISUSE PARKING PERMIT,$65.00 ,K
T794789C,NY,OMT,1483488998,4/30/2023,10:22A,PCKP DSCHRGE IN PRHBTD ZONE,$115.00 ,NY
FYX3266,NY,PAS,9049787241,4/30/2023,11:27A,FRAUDULENT USE PARKING PERMIT,$65.00 ,NY
KSH4637,NY,PAS,9049787113,4/30/2023,08:41A,FRAUDULENT USE PARKING PERMIT,$65.00 ,NY
KJK7874,NY,PAS,5602291957,4/30/2023,01:19P,MOBILE BUS LANE VIOLATION,$50.00 ,QN
KRV2865,NY,PAS,5602291702,4/30/2023,09:36A,MOBILE BUS LANE VIOLATION,$100.00 ,
KZH8610,NY,PAS,5602292240,4/30/2023,06:50P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
Y204221C,NY,OMT,5602292342,4/30/2023,07:52P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
KLJ8036,NY,PAS,5602291600,4/30/2023,06:31A,MOBILE BUS LANE VIOLATION,$100.00 ,
LAN8310,NY,PAS,5602291945,4/30/2023,01:16P,MOBILE BUS LANE VIOLATION,$50.00 ,
KSJ5528,NY,PAS,5602291635,4/30/2023,06:56A,MOBILE BUS LANE VIOLATION,$50.00 ,
T806982C,NY,OMT,5602292226,4/30/2023,06:27P,MOBILE BUS LANE VIOLATION,$250.00 ,
HRH7407,NY,PAS,5602291787,4/30/2023,11:42A,MOBILE BUS LANE VIOLATION,$50.00 ,
RIOS229,NY,SRF,5602291570,4/30/2023,06:23A,MOBILE BUS LANE VIOLATION,$50.00 ,
KJN3648,NY,PAS,5602291982,4/30/2023,01:59P,MOBILE BUS LANE VIOLATION,$50.00 ,QN
HZY9659,NY,PAS,5602292007,4/30/2023,02:39P,MOBILE BUS LANE VIOLATION,$200.00 ,QN
KXM4795,NY,999,5602292081,4/30/2023,03:43P,MOBILE BUS LANE VIOLATION,$50.00 ,
KXM5583,NY,PAS,5602292147,4/30/2023,03:49P,MOBILE BUS LANE VIOLATION,$50.00 ,
HZG7164,NY,PAS,5602292184,4/30/2023,05:22P,MOBILE BUS LANE VIOLATION,$50.00 ,
KFT2934,NY,PAS,5602291805,4/30/2023,12:01P,MOBILE BUS LANE VIOLATION,$100.00 ,
HPK1446,NY,PAS,5602291933,4/30/2023,01:10P,MOBILE BUS LANE VIOLATION,$50.00 ,
KNL3664,NY,PAS,5602292238,4/30/2023,06:28P,MOBILE BUS LANE VIOLATION,$50.00 ,
HGL7865,NY,PAS,5602292858,4/30/2023,01:19P,MOBILE BUS LANE VIOLATION,$50.00 ,QN
KKG1246,NY,PAS,5602292871,4/30/2023,01:20P,MOBILE BUS LANE VIOLATION,$50.00 ,QN
KTB6966,NY,PAS,5602291714,4/30/2023,09:46A,MOBILE BUS LANE VIOLATION,$50.00 ,
KLV3904,NY,PAS,5602292895,4/30/2023,01:35P,MOBILE BUS LANE VIOLATION,$50.00 ,QN
JMT4969,NY,PAS,5602292123,4/30/2023,03:47P,MOBILE BUS LANE VIOLATION,$50.00 ,
KWP4052,NY,PAS,5602291593,4/30/2023,06:27A,MOBILE BUS LANE VIOLATION,$250.00 ,
KWP4052,NY,PAS,5602292202,4/30/2023,05:31P,MOBILE BUS LANE VIOLATION,$250.00 ,
KEX1135,NY,PAS,5602291726,4/30/2023,09:56A,MOBILE BUS LANE VIOLATION,$50.00 ,
HZP5752,NY,PAS,5602292019,4/30/2023,02:39P,MOBILE BUS LANE VIOLATION,$50.00 ,QN
KZP8492,NY,PAS,5602291684,4/30/2023,09:20A,MOBILE BUS LANE VIOLATION,$50.00 ,
KUG3014,NY,PAS,5602291738,4/30/2023,10:04A,MOBILE BUS LANE VIOLATION,$100.00 ,
JBZ9125,NY,PAS,5602291799,4/30/2023,11:49A,MOBILE BUS LANE VIOLATION,$50.00 ,QN
82262ND,NY,COM,5602291880,4/30/2023,12:59P,MOBILE BUS LANE VIOLATION,$50.00 ,MN
T715108C,NY,OMT,5602292044,4/30/2023,03:15P,MOBILE BUS LANE VIOLATION,$50.00 ,QN
KXM3200,NY,PAS,5602292287,4/30/2023,07:47P,MOBILE BUS LANE VIOLATION,$50.00 ,
Y204684C,NY,OMT,5602292846,4/30/2023,12:20P,MOBILE BUS LANE VIOLATION,$100.00 ,MN
T613192C,NY,OMT,5602291647,4/30/2023,08:18A,MOBILE BUS LANE VIOLATION,$50.00 ,
T740418C,NY,OMT,5602291659,4/30/2023,08:43A,MOBILE BUS LANE VIOLATION,$100.00 ,
50771MN,NY,COM,5602291842,4/30/2023,12:31P,MOBILE BUS LANE VIOLATION,$100.00 ,
KFV5818,NY,PAS,5602291970,4/30/2023,01:20P,MOBILE BUS LANE VIOLATION,$50.00 ,QN
AV7575,NY,PAS,5602291866,4/30/2023,12:57P,MOBILE BUS LANE VIOLATION,$50.00 ,QN
GMV6436,NY,PAS,5602291891,4/30/2023,01:05P,MOBILE BUS LANE VIOLATION,$100.00 ,QN
KZB4431,NY,PAS,5602292305,4/30/2023,07:47P,MOBILE BUS LANE VIOLATION,$100.00 ,
LAK9359,NY,PAS,5602291830,4/30/2023,12:21P,MOBILE BUS LANE VIOLATION,$50.00 ,QN
